Date,tmp,pr,ssn
1950-05-04,-2.189103806,0.084954618,2
1950-05-05,-0.429529742,0.704702959,2
1950-05-06,-1.621195877,2.235725343,2
1950-05-07,-4.439628727,1.485881303,2
1950-05-08,-4.914931357,1.585068108,2
1950-05-09,-4.585804622,1.884923384,2
1950-05-10,-3.795555533,0.263793317,2
1950-05-11,-2.875191444,0.167145033,2
1950-05-12,1.310822233,1.317954349,2
1950-05-13,1.685328315,0.783474508,2
1950-05-14,0.20368872,1.070274635,2
1950-05-15,-1.355667095,0.325852387,2
1950-05-16,1.110510487,1.571799462,2
1950-05-17,3.465989928,1.351509146,2
1950-05-18,1.741182869,1.282038334,2
1950-05-19,1.862503168,1.946785073,2
1950-05-20,2.685730389,2.613476429,2
1950-05-21,1.755222704,1.780373761,2
1950-05-22,1.332025632,0.41230058,2
1950-05-23,2.595586906,0.012978252,2
1950-05-24,6.926846663,0.162975546,2
1950-05-25,7.106609874,3.626098134,2
1950-05-26,3.647377082,3.164948721,2
1950-05-27,5.182468312,0.009730885,2
1950-05-28,7.652902708,0.161920585,2
1950-05-29,8.663901768,1.238901849,2
1950-05-30,5.230746635,2.083433569,2
1950-05-31,4.273638605,4.969531344,2
1950-06-01,3.529398944,0.582292072,3
1950-06-02,4.400387923,0.461260105,3
1950-06-03,5.392854455,1.70232635,3
1950-06-04,4.351561256,3.165221482,3
1950-06-05,4.579826423,1.342342835,3
1950-06-06,5.066999127,0.952111713,3
1950-06-07,6.060584215,9.977429479,3
1950-06-08,3.75229846,6.299350541,3
1950-06-09,2.960486851,3.450807075,3
1950-06-10,3.657668212,1.301808766,3
1950-06-11,2.965072554,0.854920496,3
1950-06-12,4.119135105,1.124588571,3
1950-06-13,5.795236984,2.910854906,3
1950-06-14,5.322010813,4.4715278,3
1950-06-15,3.808225032,2.606516218,3
1950-06-16,4.224137441,3.272972215,3
1950-06-17,3.851521117,2.885093871,3
1950-06-18,3.848374599,3.005912318,3
1950-06-19,4.804711817,2.27417136,3
1950-06-20,5.878028549,0.870685382,3
1950-06-21,7.058091298,11.13937581,3
1950-06-22,4.9965596,5.945456864,3
1950-06-23,4.382646228,3.212525342,3
1950-06-24,5.609421768,1.110711388,3
1950-06-25,7.199133728,2.704650599,3
1950-06-26,7.424197271,2.49714056,3
1950-06-27,7.526159998,0.851366085,3
1950-06-28,8.897166278,0.637550638,3
1950-06-29,10.91085118,0.212851227,3
1950-06-30,11.79868498,0.415241752,3
1950-07-01,11.30100753,2.97281426,3
1950-07-02,9.843811249,3.969825183,3
1950-07-03,10.17443286,1.428774501,3
1950-07-04,11.92600199,1.34908458,3
1950-07-05,12.70676779,3.755738637,3
1950-07-06,12.26733643,3.262739452,3
1950-07-07,12.15048191,2.614442547,3
1950-07-08,13.21721189,2.078148795,3
1950-07-09,13.45611739,3.730121356,3
1950-07-10,11.44959071,2.517265035,3
1950-07-11,9.996480585,1.929200624,3
1950-07-12,9.627394094,2.071856448,3
1950-07-13,10.15627121,1.512970057,3
1950-07-14,10.56537091,1.21490633,3
1950-07-15,11.92834232,4.441798406,3
1950-07-16,12.11448079,3.301421483,3
1950-07-17,13.89008338,0.566681481,3
1950-07-18,15.43471923,0.836111063,3
1950-07-19,15.72092202,1.660185006,3
1950-07-20,15.58045699,1.333381644,3
1950-07-21,16.07948393,5.639904655,3
1950-07-22,15.10662747,8.696806856,3
1950-07-23,13.41991558,2.243016137,3
1950-07-24,14.620038,1.17204458,3
1950-07-25,14.95241758,2.515360759,3
1950-07-26,16.0950129,0.563088765,3
1950-07-27,16.99375888,1.011747536,3
1950-07-28,16.62906129,1.763234068,3
1950-07-29,15.48567833,2.720494715,3
1950-07-30,13.20625715,3.205903875,3
1950-07-31,10.01282712,4.782800071,3
1950-08-01,10.5004709,0.381647375,3
1950-08-02,13.77726767,0.530172943,3
1950-08-03,14.74448985,3.126151183,3
1950-08-04,12.51389494,4.677685468,3
1950-08-05,10.91474664,4.931145252,3
1950-08-06,11.26644841,2.934781143,3
1950-08-07,11.48221624,1.757498524,3
1950-08-08,11.50972774,2.167490673,3
1950-08-09,10.999143,1.257389271,3
1950-08-10,11.52634825,2.434664879,3
1950-08-11,12.54219825,2.404059072,3
1950-08-12,13.44988044,1.469349741,3
1950-08-13,13.73989481,3.513168476,3
1950-08-14,12.80297922,2.141075346,3
1950-08-15,11.95067555,1.501836643,3
1950-08-16,11.64578424,0.805890703,3
1950-08-17,12.66203349,5.630667491,3
1950-08-18,12.57506228,3.725397719,3
1950-08-19,10.46083081,3.122643036,3
1950-08-20,9.840629646,4.295912595,3
1950-08-21,10.24237685,2.682242548,3
1950-08-22,7.812829687,3.187705998,3
1950-08-23,6.188779231,2.708831969,3
1950-08-24,6.711516479,5.536378248,3
1950-08-25,6.245144517,9.197351145,3
1950-08-26,4.827091698,4.706197491,3
1950-08-27,5.29396788,5.044639517,3
1950-08-28,6.018881848,1.696895922,3
1950-08-29,8.009693432,0.875283128,3
1950-08-30,9.616530322,4.647963648,3
1950-08-31,7.877464362,2.695696628,3
1950-09-01,3.240561341,2.850553556,4
1950-09-02,1.629361215,0.72482416,4
1950-09-03,3.208640537,0.646198589,4
1950-09-04,4.01464214,1.074246572,4
1950-09-05,4.091463145,1.065786646,4
1950-09-06,4.666771295,1.774991762,4
1950-09-07,5.914795816,4.443921837,4
1950-09-08,6.679613558,3.104961598,4
1950-09-09,7.543398542,3.298585915,4
1950-09-10,10.58009399,0.537063821,4
1950-09-11,10.80243476,2.143481768,4
1950-09-12,8.923824646,2.777131778,4
1950-09-13,5.16226276,0.785011936,4
1950-09-14,4.33213672,2.039051377,4
1950-09-15,3.586192157,1.768332925,4
1950-09-16,2.540598312,3.003125113,4
1950-09-17,0.741064006,1.734384603,4
1950-09-18,0.975873055,1.556126461,4
1950-09-19,2.191491408,3.353912027,4
1950-09-20,1.496142753,1.653456213,4
1950-09-21,-0.244258497,1.663236467,4
1950-09-22,0.011666773,1.160974284,4
1950-09-23,1.767168976,4.376623107,4
1950-09-24,1.992973298,2.16153532,4
1950-09-25,1.582456086,2.204338986,4
1950-09-26,0.253204948,2.534747625,4
1950-09-27,-2.131201269,3.577083585,4
1950-09-28,-3.930896812,0.803097268,4
1950-09-29,-4.953457661,0.032777942,4
1950-09-30,-0.182695017,0.61569634,4
1950-10-01,4.949739026,3.794061295,4
1950-10-02,6.589369775,3.233644832,4
1950-10-03,3.362211696,1.904327083,4
1950-10-04,0.806697889,1.399742927,4
1950-10-05,-0.264652111,2.495038892,4
1950-10-06,0.44412904,5.006937734,4
1950-10-07,-1.50184678,2.497433412,4
1950-10-08,-2.973707046,1.488870801,4
1950-10-09,-1.787393052,1.583652752,4
1950-10-10,1.191045987,4.01146797,4
1950-10-11,-0.196822032,0.974928999,4
1950-10-12,-2.514219423,0.231217441,4
1950-10-13,0.364679538,1.85868033,4
1950-10-14,0.716978542,2.046146022,4
1950-10-15,-2.281937112,2.094101894,4
1950-10-16,-1.899265051,3.1498697,4
1950-10-17,-4.794757022,6.119979648,4
1950-10-18,-8.634831549,1.436054516,4
1950-10-19,-12.21072983,0.09878796,4
1950-10-20,-8.677977719,0.970701637,4
1950-10-21,-4.353318699,1.589300918,4
1950-10-22,-5.630709003,1.088898916,4
1950-10-23,-8.411113549,0.716576671,4
1950-10-24,-13.08724502,0.556280527,4
1950-10-25,-14.53812198,0.089086524,4
1950-10-26,-8.877582652,0.783331221,4
1950-10-27,-4.786616409,1.586109759,4
1950-10-28,-5.578518696,0.528333896,4
1950-10-29,-8.669343722,0.436246566,4
1950-10-30,-9.030542828,2.288357338,4
1950-10-31,-11.49536904,2.079709009,4
1950-11-01,-15.13610056,0.44398784,4
1950-11-02,-14.56572182,0.547776663,4
1950-11-03,-7.440408481,2.194644954,4
1950-11-04,-4.832582685,3.060541288,4
1950-11-05,-8.899638551,1.162215996,4
1950-11-06,-10.25865793,1.64883173,4
1950-11-07,-8.817739577,1.461874595,4
1950-11-08,-10.40169596,4.084932828,4
1950-11-09,-10.28046333,3.617635689,4
1950-11-10,-3.335288447,5.801114834,4
1950-11-11,-9.246103304,0.74986739,4
1950-11-12,-18.51932582,0.563355707,4
1950-11-13,-18.70109444,0.657649918,4
1950-11-14,-15.61846217,0.998684774,4
1950-11-15,-14.02096847,1.15888348,4
1950-11-16,-16.87309817,1.07232691,4
1950-11-17,-19.47805634,0.415216407,4
1950-11-18,-17.32453329,0.649163372,4
1950-11-19,-14.52016729,0.59974022,4
1950-11-20,-15.83540187,0.475578293,4
1950-11-21,-13.86073029,7.071767828,4
1950-11-22,-10.1990331,1.66399795,4
1950-11-23,-18.9345321,0.066784294,4
1950-11-24,-19.7746232,0.495872066,4
1950-11-25,-19.33396327,1.585457865,4
1950-11-26,-15.42124198,1.093578582,4
1950-11-27,-11.42025298,9.248479337,4
1950-11-28,-10.16309627,1.827286377,4
1950-11-29,-19.27583394,1.016514349,4
1950-11-30,-25.23437979,0.168884174,4
1950-12-01,-24.87696112,0.810566689,1
1950-12-02,-23.08326296,3.030704092,1
1950-12-03,-13.40999912,2.349390107,1
1950-12-04,-3.802687802,2.697841006,1
1950-12-05,-6.646683595,3.48216498,1
1950-12-06,-8.253620055,2.516674372,1
1950-12-07,-11.98258902,1.986865757,1
1950-12-08,-12.66938245,1.472168853,1
1950-12-09,-14.04168519,0.859042631,1
1950-12-10,-13.5122801,6.473232855,1
1950-12-11,-8.162462689,2.200370136,1
1950-12-12,-17.29264174,0.958410178,1
1950-12-13,-17.84865072,1.575171296,1
1950-12-14,-16.06924334,1.073223004,1
1950-12-15,-20.02366505,0.441899559,1
1950-12-16,-20.15141863,3.11930941,1
1950-12-17,-13.66680085,9.503945602,1
1950-12-18,-17.93095566,6.137259211,1
1950-12-19,-18.9007434,5.901099999,1
1950-12-20,-15.03963313,3.202664561,1
1950-12-21,-19.61254463,3.957928158,1
1950-12-22,-13.02754394,6.095404619,1
1950-12-23,-11.06426893,2.510221524,1
1950-12-24,-15.38346516,0.73859561,1
1950-12-25,-15.33960834,0.847481564,1
1950-12-26,-8.806241204,3.255935345,1
1950-12-27,-4.823891396,1.488508753,1
1950-12-28,-14.71423552,0.287881833,1
1950-12-29,-18.40278249,0.632974479,1
1950-12-30,-22.18135258,0.696303602,1
1950-12-31,-25.36622219,0.156857868,1
1951-01-01,-23.31836645,0.966942614,1
1951-01-02,-24.85998475,0.54457623,1
1951-01-03,-26.12006342,0.400609826,1
1951-01-04,-26.60906067,0.278595544,1
1951-01-05,-29.06238267,0.2110405,1
1951-01-06,-27.37690908,0.271993726,1
1951-01-07,-21.89198462,1.37945966,1
1951-01-08,-30.25794296,0.486355012,1
1951-01-09,-36.97299693,0.08204367,1
1951-01-10,-37.50400507,1.590920942,1
1951-01-11,-34.56770425,1.592997394,1
1951-01-12,-28.29045759,3.719300012,1
1951-01-13,-25.08239234,1.800563292,1
1951-01-14,-21.2377929,1.985885226,1
1951-01-15,-20.48168205,1.576682117,1
1951-01-16,-18.02485004,1.300724698,1
1951-01-17,-20.67346637,0.743264254,1
1951-01-18,-24.56933286,0.6416998,1
1951-01-19,-14.41890749,2.696362076,1
1951-01-20,-4.741096623,2.977968151,1
1951-01-21,0.437623839,5.005732948,1
1951-01-22,-4.602570484,3.205674012,1
1951-01-23,-10.33403295,1.627762995,1
1951-01-24,-12.83054447,0.651010989,1
1951-01-25,-17.60366246,0.355837984,1
1951-01-26,-19.42510285,0.388089449,1
1951-01-27,-20.44577661,0.550818299,1
1951-01-28,-17.65277054,1.294937969,1
1951-01-29,-18.21627048,1.997309556,1
1951-01-30,-20.44667153,3.16295187,1
1951-01-31,-22.93807345,2.807278215,1
1951-02-01,-20.48078319,1.805954629,1
1951-02-02,-18.44646607,0.808046985,1
1951-02-03,-20.47542604,0.220564709,1
1951-02-04,-18.02397713,0.172199784,1
1951-02-05,-18.06261544,0.116608924,1
1951-02-06,-19.02615214,0.952908539,1
1951-02-07,-19.46555589,0.369523414,1
1951-02-08,-13.32125614,1.692484416,1
1951-02-09,-9.174602173,4.318590468,1
1951-02-10,-4.185559442,2.165181663,1
1951-02-11,-3.136096619,1.93378303,1
1951-02-12,-12.01082974,1.122215698,1
1951-02-13,-17.75750648,1.211386028,1
1951-02-14,-21.32813606,0.069830038,1
1951-02-15,-18.29593005,0.040538349,1
1951-02-16,-17.21906031,0.069937482,1
1951-02-17,-14.66296676,0.37368759,1
1951-02-18,-11.19092349,1.755683085,1
1951-02-19,-16.98976731,0.813597456,1
1951-02-20,-26.60987867,0.046010223,1
1951-02-21,-28.66787655,0.031285905,1
1951-02-22,-23.74001694,0.745394608,1
1951-02-23,-23.41380867,2.871343362,1
1951-02-24,-28.84618147,0.417311955,1
1951-02-25,-27.25249086,0.891129436,1
1951-02-26,-28.66820976,0.440331955,1
1951-02-27,-32.9329342,0.299291289,1
1951-02-28,-34.29500928,0.175409773,1
1951-03-01,-34.8172355,0.026468371,2
1951-03-02,-27.50547565,0.098173387,2
1951-03-03,-21.79160268,0.777543746,2
1951-03-04,-16.89442325,1.440816022,2
1951-03-05,-9.624982146,1.820920133,2
1951-03-06,-4.879371867,0.773779095,2
1951-03-07,-2.002577647,1.644822585,2
1951-03-08,0.839517892,1.05858079,2
1951-03-09,-2.359103092,1.772465742,2
1951-03-10,-5.646674507,0.659089351,2
1951-03-11,-8.949113328,0.874979389,2
1951-03-12,-12.37857054,0.173763954,2
1951-03-13,-7.236163175,1.241818234,2
1951-03-14,-2.610414619,0.851896581,2
1951-03-15,-3.182768298,4.16360609,2
1951-03-16,-1.935082677,1.546030736,2
1951-03-17,-9.371097229,0.094589597,2
1951-03-18,-9.923755019,0.044272146,2
1951-03-19,-6.554725871,0.85503591,2
1951-03-20,-4.015164398,2.356874089,2
1951-03-21,-9.930843115,0.731292116,2
1951-03-22,-8.551925445,0.218598741,2
1951-03-23,-9.605507169,0.287800731,2
1951-03-24,-6.838496875,0.169098285,2
1951-03-25,-3.638590605,0.074833232,2
1951-03-26,-6.837318887,0.007241695,2
1951-03-27,-4.166869126,0.017043731,2
1951-03-28,-4.19428606,0.017866191,2
1951-03-29,-4.081251089,0.266295173,2
1951-03-30,-5.428538601,0.845838483,2
1951-03-31,-2.600496504,0.637648026,2
1951-04-01,-6.453385352,0.24267374,2
1951-04-02,-4.765087133,0.562230484,2
1951-04-03,-4.93498714,0.464731801,2
1951-04-04,-4.245288708,0.742355427,2
1951-04-05,-5.367973551,0.404777672,2
1951-04-06,-1.924633809,4.873791565,2
1951-04-07,-6.11941021,2.29959021,2
1951-04-08,-2.658945441,1.759537624,2
1951-04-09,-5.084569049,1.078391775,2
1951-04-10,-7.134150783,1.370708848,2
1951-04-11,-11.30087045,0.264740634,2
1951-04-12,-11.75884162,0.584627436,2
1951-04-13,-7.432405878,1.532477559,2
1951-04-14,-1.481926868,1.981365308,2
1951-04-15,-1.839665193,2.079309117,2
1951-04-16,-3.671926977,1.091965385,2
1951-04-17,-3.729618903,0.033681334,2
1951-04-18,1.636713813,0.183432402,2
1951-04-19,1.453388501,0.41505415,2
1951-04-20,3.074889379,1.372035861,2
1951-04-21,2.485167602,5.319767599,2
1951-04-22,0.160468151,4.475519844,2
1951-04-23,-1.469035718,1.23747772,2
1951-04-24,-1.660083144,0.016256061,2
1951-04-25,1.163208027,0.001386987,2
1951-04-26,0.793943874,0.000677874,2
1951-04-27,1.33297022,0.014858891,2
1951-04-28,0.292185712,0.046345154,2
1951-04-29,1.985380544,0.00492914,2
1951-04-30,-0.962667166,0.001693914,2
1951-05-01,-1.047191333,0.010482307,2
1951-05-02,-2.093869135,0.135742626,2
1951-05-03,-2.150291375,0.347398925,2
1951-05-04,-2.112567955,0.107087344,2
1951-05-05,-1.266699316,0.005872722,2
1951-05-06,0.605464202,0.038327431,2
1951-05-07,0.387860846,0.754986229,2
1951-05-08,-0.952468853,1.496339938,2
1951-05-09,-3.241913794,0.165383373,2
1951-05-10,-0.866791335,0.450984967,2
1951-05-11,2.849623681,0.492721867,2
1951-05-12,3.263539328,0.20591942,2
1951-05-13,3.785196312,0.06754593,2
1951-05-14,5.62359242,0.005459644,2
1951-05-15,6.032705047,0.242485974,2
1951-05-16,6.939836072,0.828553073,2
1951-05-17,9.308702039,0.504772982,2
1951-05-18,9.556323709,2.060482994,2
1951-05-19,6.736263027,2.906329595,2
1951-05-20,6.570913249,2.246301612,2
1951-05-21,5.452682612,0.572451138,2
1951-05-22,5.967812916,0.237354887,2
1951-05-23,7.133695877,0.316122518,2
1951-05-24,7.783290421,0.857939228,2
1951-05-25,8.246999286,1.380346378,2
1951-05-26,8.265977041,2.005784186,2
1951-05-27,8.492885633,3.748809448,2
1951-05-28,7.199939334,4.482630502,2
1951-05-29,5.613632902,4.340635307,2
1951-05-30,6.280419922,4.100005569,2
1951-05-31,7.554598785,2.468890633,2
1951-06-01,9.017414185,1.209141028,3
1951-06-02,9.271678385,1.931703167,3
1951-06-03,8.158544378,1.541269516,3
1951-06-04,8.352096091,1.231369768,3
1951-06-05,9.376115077,3.877268004,3
1951-06-06,8.711964232,3.401331067,3
1951-06-07,8.33819339,4.599438201,3
1951-06-08,7.767338863,2.443190291,3
1951-06-09,8.056381634,3.990998654,3
1951-06-10,9.057878939,3.022361994,3
1951-06-11,9.513775596,3.1624376,3
1951-06-12,9.258912124,3.303626531,3
1951-06-13,8.806638992,2.674731327,3
1951-06-14,9.861881348,5.453080675,3
1951-06-15,9.065508528,4.938692871,3
1951-06-16,9.184059308,2.527503406,3
1951-06-17,9.628374836,2.721957053,3
1951-06-18,9.98888336,2.166988253,3
1951-06-19,9.897601688,2.80383155,3
1951-06-20,10.33980684,1.711644341,3
1951-06-21,11.62078791,2.320570914,3
1951-06-22,12.12213662,2.395562804,3
1951-06-23,13.25052912,1.305251148,3
1951-06-24,14.34686787,1.734573979,3
1951-06-25,10.35137144,2.887068492,3
1951-06-26,9.134275128,2.815395255,3
1951-06-27,8.697932366,2.547659118,3
1951-06-28,9.532631572,2.58745433,3
1951-06-29,11.53926292,1.828079764,3
1951-06-30,12.52610431,1.716964898,3
1951-07-01,13.51193113,1.16251422,3
1951-07-02,14.2917295,1.557913908,3
1951-07-03,13.64045484,2.308007775,3
1951-07-04,13.17384175,2.586311496,3
1951-07-05,13.9588875,2.584631125,3
1951-07-06,14.54543029,1.203898883,3
1951-07-07,15.05744615,1.188948083,3
1951-07-08,15.35493452,1.588243818,3
1951-07-09,15.22495141,1.947345799,3
1951-07-10,13.73516964,2.777301376,3
1951-07-11,13.19781681,3.031519106,3
1951-07-12,13.11635499,1.887816074,3
1951-07-13,12.64781376,1.972394502,3
1951-07-14,12.82972476,1.986803545,3
1951-07-15,13.00845524,2.279117425,3
1951-07-16,13.86405616,2.396742986,3
1951-07-17,13.72068205,2.913121052,3
1951-07-18,11.41533046,3.758999802,3
1951-07-19,12.56344052,1.050110478,3
1951-07-20,14.48113228,0.515828194,3
1951-07-21,14.66548042,2.099591809,3
1951-07-22,13.96461848,4.980409,3
1951-07-23,12.8456874,11.49364303,3
1951-07-24,11.3578264,5.471535737,3
1951-07-25,13.20897652,0.823704712,3
1951-07-26,14.71613688,1.23090582,3
1951-07-27,13.50302272,3.907826676,3
1951-07-28,10.3554644,8.447658491,3
1951-07-29,8.657337087,7.981938308,3
1951-07-30,10.09172954,3.507077137,3
1951-07-31,11.45967104,2.427163874,3
1951-08-01,11.84084871,0.849744302,3
1951-08-02,11.63999766,2.071759128,3
1951-08-03,11.76009434,2.336339553,3
1951-08-04,11.30596411,1.47610749,3
1951-08-05,13.75326511,1.53639372,3
1951-08-06,12.50334607,1.007787334,3
1951-08-07,9.878619463,1.062439344,3
1951-08-08,9.496555809,1.007026444,3
1951-08-09,9.152928657,0.517294839,3
1951-08-10,11.10198714,0.634490213,3
1951-08-11,9.70858164,2.383983465,3
1951-08-12,10.74876134,2.10422309,3
1951-08-13,12.02175847,1.374911444,3
1951-08-14,12.03674143,1.412696671,3
1951-08-15,11.88532818,1.422969065,3
1951-08-16,10.98152629,1.065741535,3
1951-08-17,10.888139,4.233649926,3
1951-08-18,10.61350481,4.136426575,3
1951-08-19,9.376660409,4.171121175,3
1951-08-20,7.079811164,2.882956206,3
1951-08-21,6.069218455,1.777668774,3
1951-08-22,6.595510903,0.55307172,3
1951-08-23,9.054820669,1.921663909,3
1951-08-24,10.15122968,2.985050211,3
1951-08-25,6.727723937,1.397040512,3
1951-08-26,5.220021358,0.738326186,3
1951-08-27,5.648150324,1.544395691,3
1951-08-28,7.430328875,1.675180711,3
1951-08-29,10.66793164,2.410847731,3
1951-08-30,11.29625961,2.635402569,3
1951-08-31,10.3353813,1.386023129,3
1951-09-01,7.163869987,6.687828875,4
1951-09-02,4.15011861,7.20628943,4
1951-09-03,5.269819437,1.162371431,4
1951-09-04,7.222350122,1.240442378,4
1951-09-05,8.815600664,2.168932966,4
1951-09-06,5.622532469,0.801672301,4
1951-09-07,4.16493713,1.020977621,4
1951-09-08,8.412695254,2.863078036,4
1951-09-09,10.01587548,3.602798584,4
1951-09-10,9.636849392,1.939947207,4
1951-09-11,6.543892072,1.708885974,4
1951-09-12,5.365768938,1.762181834,4
1951-09-13,6.276940724,2.164919633,4
1951-09-14,4.748236998,1.540244459,4
1951-09-15,7.518565787,2.699534643,4
1951-09-16,7.675196576,0.562669738,4
1951-09-17,10.34116963,0.069190452,4
1951-09-18,9.096240215,0.936738721,4
1951-09-19,6.773709651,2.9661633,4
1951-09-20,3.887490262,0.227025054,4
1951-09-21,3.921531454,1.659080257,4
1951-09-22,6.534806095,4.021473728,4
1951-09-23,7.316554678,2.720941876,4
1951-09-24,4.436578369,0.794640779,4
1951-09-25,2.283176417,0.421982388,4
1951-09-26,4.338038567,4.638861305,4
1951-09-27,4.362509583,2.593683191,4
1951-09-28,2.047275441,1.612783674,4
1951-09-29,1.948497913,2.152610367,4
1951-09-30,5.632744098,2.88338755,4
1951-10-01,6.685919228,3.949412964,4
1951-10-02,3.639884239,1.321573652,4
1951-10-03,3.677767925,2.891220029,4
1951-10-04,4.510431103,1.549278387,4
1951-10-05,1.268824797,3.234638982,4
1951-10-06,-0.776758065,1.010384483,4
1951-10-07,-2.74971191,0.173669157,4
1951-10-08,0.82954224,2.072357071,4
1951-10-09,-1.417668317,1.033294638,4
1951-10-10,-4.019854775,1.573389352,4
1951-10-11,-6.426370492,0.536182334,4
